vector,word,Pos,wordCount,dt,doc_id,subcorpus,percent_of_total
76,MRSA,NOUN,3,01/01/2019,C061b3,conspiracy,0.008645533141210375
76,More,ADJ,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,People,NOUN,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,ability,NOUN,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,activity,NOUN,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,acute,ADJ,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,alcohol,NOUN,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,amazing,ADJ,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,annual,ADJ,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,antibiotic,NOUN,3,01/01/2019,C061b3,conspiracy,0.008645533141210375
76,antimicrobial,ADJ,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,antimicrobialresistant,ADJ,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,antiobesity,NOUN,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,antioxidant,NOUN,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,article,NOUN,6,01/01/2019,C061b3,conspiracy,0.01729106628242075
76,artificial,ADJ,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,asthma,NOUN,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,attack,NOUN,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,aureus,NOUN,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,bacteria,NOUN,2,01/01/2019,C061b3,conspiracy,0.005763688760806916
76,benefit,NOUN,9,01/01/2019,C061b3,conspiracy,0.025936599423631124
76,betacell,NOUN,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,big,ADJ,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,bile,NOUN,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,black,ADJ,18,01/01/2019,C061b3,conspiracy,0.05187319884726225
76,blackcaraway,NOUN,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,blue,NOUN,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
76,body,NOUN,2,01/01/2019,C061b3,conspiracy,0.005763688760806916
76,bronchial,ADJ,1,01/01/2019,C061b3,conspiracy,0.002881844380403458
