filename,word,wordavg,vector,Pos,wordCount,dt,doc_id,doc,subcorpus,percent_of_total,period,wordCount_x,wordCount_y
0,common,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,communication,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,commute,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,commuter,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,commuting,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,competition,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,computer,0.0041279669762641,,,,,,,,,30/11/2,4.0,
0,computing,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,conductance,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,connection,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,contact,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,content,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,control,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,convenient,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,conversation,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,cool,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,cozy,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,crack,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,cup,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,current,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,cushion,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,cycle,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,cylindrical,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,danger,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,darklight,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,datum,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,day,0.0103199174406604,2.0,NOUN,,30/11/2011,M18a98,2.0,mainstream,0.0294117647058823,30/11/2,10.0,1.0
0,daylight,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,daytoday,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,deadline,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,deep,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,design,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,desk,0.0051599587203302,,,,,,,,,30/11/2,5.0,
0,device,0.023735810113519,,,,,,,,,30/11/2,23.0,
0,dial,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,diameter,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,different,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,digital,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,dining,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,direction,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,display,0.0051599587203302,,,,,,,,,30/11/2,5.0,
0,disruption,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,dnd,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,document,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,drink,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,durable,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,duration,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,earpieceearbud,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,earring,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,easy,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,emotion,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,emotional,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,entry,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,environment,0.0041279669762641,,,,,,,,,30/11/2,4.0,
0,environmental,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,ergonomic,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,everytime,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,exam,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,exchange,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,exercise,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,experience,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,eye,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,eyestrain,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,ez,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,fabric,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,face,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,facial,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,facilitation,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,fact,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,favorite,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,feature,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,feeling,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,field,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,file,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,finish,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,flashcard,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,flat,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,flight,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,foam,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,focus,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,focused,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,forearm,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,form,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,format,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,friend,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,front,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,fun,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,game,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,gentle,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,gesture,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,glass,0.0041279669762641,,,,,,,,,30/11/2,4.0,
0,glassesheadset,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,glossy,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,goal,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,good,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,guard,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,gym,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,habit,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,hall,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,hand,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,haptic,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,hard,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,headphone,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,headset,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,heart,0.0041279669762641,,,,,,,,,30/11/2,4.0,
0,heartbeat,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,height,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,help,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,high,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,hotel,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,hour,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,hydrated,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,idea,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,indooroutdoor,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,info,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,input,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,intensity,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,interactive,0.0061919504643962,,,,,,,,,30/11/2,6.0,
0,interface,0.0082559339525283,,,,,,,,,30/11/2,8.0,
0,interval,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,jacketsweater,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,jacketvest,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,jaw,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,jazz,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,journal,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,kind,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,knob,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,lamp,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,lap,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,laptop,0.0051599587203302,,,,,,,,,30/11/2,5.0,
0,led,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,leisure,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,length,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,level,0.0082559339525283,,,,,,,,,30/11/2,8.0,
0,librarycoffeeshop,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,life,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,light,0.0196078431372549,,,,,,,,,30/11/2,19.0,
0,lightdarkness,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,lighting,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,list,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,local,0.001031991744066,2.0,NOUN,,30/11/2011,M18a98,2.0,mainstream,0.0294117647058823,30/11/2,1.0,1.0
0,location,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,locket,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,long,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,loss,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,low,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,machine,0.0041279669762641,,,,,,,,,30/11/2,4.0,
0,many,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,map,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,mask,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,massage,0.0072239422084623,,,,,,,,,30/11/2,7.0,
0,material,0.0041279669762641,,,,,,,,,30/11/2,4.0,
0,measure,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,mechanic,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,meditation,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,meeting,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,melatonin,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,metal,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,microtask,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,min,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,mobile,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,mode,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,monitor,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,mood,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,most,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,motion,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,mousekeyboard,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,move,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,much,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,multiple,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,multitouch,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,muscle,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,music,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,name,0.0051599587203302,,,,,,,,,30/11/2,5.0,
0,natural,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,nausea,0.0051599587203302,,,,,,,,,30/11/2,5.0,
0,neck,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,necklace,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,neckshoulder,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,need,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,new,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,noise,0.0051599587203302,,,,,,,,,30/11/2,5.0,
0,nonverbal,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,note,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,notification,0.0041279669762641,,,,,,,,,30/11/2,4.0,
0,occupant,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,one,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,online,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,open,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,organization,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,other,0.0061919504643962,,,,,,,,,30/11/2,6.0,
0,outside,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,overwhelming,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,own,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,pad,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,pair,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,panel,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,paper,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,parent,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,pattern,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,pen,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,pencil,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,pendant,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,people,0.0216718266253869,,,,,,,,,30/11/2,21.0,
0,perfect,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,peripheral,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,person,0.0051599587203302,,,,,,,,,30/11/2,5.0,
0,personality,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,pet,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,phone,0.0041279669762641,,,,,,,,,30/11/2,4.0,
0,phonelaptop,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,photo,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,physical,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,picture,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,piece,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,pillow,0.0072239422084623,,,,,,,,,30/11/2,7.0,
0,place,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,planner,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,planning,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,plastic,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,platform,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,pleasing,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,pocket,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,point,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,pomodoro,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,portable,0.0072239422084623,,,,,,,,,30/11/2,7.0,
0,posture,0.0061919504643962,,,,,,,,,30/11/2,6.0,
0,practice,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,preference,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,printer,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,productivity,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,progress,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,proper,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,proximity,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,public,0.0041279669762641,,,,,,,,,30/11/2,4.0,
0,pulse,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,question,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,rain,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,random,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,rate,0.0041279669762641,,,,,,,,,30/11/2,4.0,
0,reader,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,reading,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,real,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,realistic,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,reality,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,realtime,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,recognition,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,rectangular,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,red,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,reduction,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,regular,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,relaxed,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,relaxing,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,relief,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,reminder,0.0041279669762641,,,,,,,,,30/11/2,4.0,
0,replicate,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,response,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,rest,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,review,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,ride,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,room,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,round,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,route,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,router,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,routine,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,same,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,scent,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,schedule,0.0051599587203302,,,,,,,,,30/11/2,5.0,
0,screen,0.0082559339525283,,,,,,,,,30/11/2,8.0,
0,sensation,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,sensitiveconfidential,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,sensor,0.0051599587203302,,,,,,,,,30/11/2,5.0,
0,sensory,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,session,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,set,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,setting,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,setup,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,several,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,shakey,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,shape,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,sickness,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,side,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,sign,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,signal,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,silencer,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,similar,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,simple,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,skin,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,sleep,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,slider,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,small,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,smart,0.0041279669762641,,,,,,,,,30/11/2,4.0,
0,smartphone,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,smooth,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,smth,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,soft,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,software,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,solution,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,sort,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,sound,0.0082559339525283,,,,,,,,,30/11/2,8.0,
0,space,0.0082559339525283,,,,,,,,,30/11/2,8.0,
0,speaker,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,specialized,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,specific,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,spot,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,spray,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,stabilization,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,stabilizer,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,stable,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,stand,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,stay,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,sticky,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,stop,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,stoplike,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,strain,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,strength,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,stress,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,study,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,subtle,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,such,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,sunlight,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,sunlightcoffeeshopcheerful,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,support,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,supportive,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,sure,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,surface,0.0072239422084623,,,,,,,,,30/11/2,7.0,
0,surrounding,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,symptom,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,sync,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,system,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,table,0.0051599587203302,,,,,,,,,30/11/2,5.0,
0,tablet,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,tamogatchilike,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,tangent,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,tangible,0.0061919504643962,,,,,,,,,30/11/2,6.0,
0,task,0.0092879256965944,,,,,,,,,30/11/2,9.0,
0,techfunctionality,0.001031991744066,,,,,,,,,30/11/2,1.0,
0,technology,0.0030959752321981,,,,,,,,,30/11/2,3.0,
0,temperature,0.002063983488132,,,,,,,,,30/11/2,2.0,
0,therapist,0.001031991744066,,,,,,,,,30/11/2,1.0,
