vector,word,Pos,wordCount,dt,doc_id,subcorpus,percent_of_total
23,1950,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,Most,ADJ,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,active,ADJ,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,adult,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,advent,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,advertising,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,affair,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,agency,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,air,NOUN,5,01/06/2018,M1fd74,mainstream,0.014164305949008499
23,alcohol,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,alternative,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,antipollution,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,approach,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,assertion,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,attention,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,author,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,authority,NOUN,2,01/06/2018,M1fd74,mainstream,0.0056657223796034
23,bad,ADJ,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,bed,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,big,ADJ,3,01/06/2018,M1fd74,mainstream,0.0084985835694051
23,biological,ADJ,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,biscuit,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,bold,ADJ,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,calorie,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,campaign,NOUN,4,01/06/2018,M1fd74,mainstream,0.0113314447592068
23,cancer,NOUN,14,01/06/2018,M1fd74,mainstream,0.039660056657223795
23,carcinogen,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,carcinogenic,ADJ,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,cardiovascular,ADJ,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,case,NOUN,6,01/06/2018,M1fd74,mainstream,0.0169971671388102
23,cause,NOUN,3,01/06/2018,M1fd74,mainstream,0.0084985835694051
23,cent,NOUN,5,01/06/2018,M1fd74,mainstream,0.014164305949008499
23,certain,ADJ,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,chance,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
23,change,NOUN,1,01/06/2018,M1fd74,mainstream,0.0028328611898017
