vector,word,Pos,wordCount,dt,doc_id,subcorpus,percent_of_total
44,affordable,ADJ,2,11/05/2020,M1f223,mainstream,0.006369426751592357
44,ambitious,ADJ,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,apparent,ADJ,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,argument,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,arm,NOUN,2,11/05/2020,M1f223,mainstream,0.006369426751592357
44,asset,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,awareness,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,backer,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,bank,NOUN,4,11/05/2020,M1f223,mainstream,0.012738853503184714
44,barrel,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,bed,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,benefit,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,big,ADJ,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,blue,ADJ,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,breakdown,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,brown,ADJ,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,business,NOUN,2,11/05/2020,M1f223,mainstream,0.006369426751592357
44,calculation,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,call,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,change,NOUN,4,11/05/2020,M1f223,mainstream,0.012738853503184714
44,charge,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,child,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,chinese,ADJ,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,city,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,client,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,climate,NOUN,4,11/05/2020,M1f223,mainstream,0.012738853503184714
44,coal,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,cohesion,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,commitment,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,company,NOUN,4,11/05/2020,M1f223,mainstream,0.012738853503184714
44,consequence,NOUN,2,11/05/2020,M1f223,mainstream,0.006369426751592357
44,constituency,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,coronavirus,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,corporate,ADJ,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,country,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,course,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,covidimmediate,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,credibility,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,critical,ADJ,2,11/05/2020,M1f223,mainstream,0.006369426751592357
44,crossborder,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,cycle,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,day,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,demand,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,developer,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,development,NOUN,4,11/05/2020,M1f223,mainstream,0.012738853503184714
44,division,NOUN,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
44,economic,ADJ,1,11/05/2020,M1f223,mainstream,0.0031847133757961785
