,doc_id,word,JSD,dt,H,I,J,K,L,M,JSD_NEW
0,1990,Acute_hepatitis,8.176094125169193e-05,1990.0,0.00382235,0.0026176526333333,0.00322000131666665,0.0009456440728640553,-0.0007821221903606715,8.176094125169193e-05,8.176094125169193e-05
1,1990,Alcohol_use_disorders,2.2310395483112264e-05,1990.0,0.002674494,0.0032809171,0.00297770555,-0.0004143730839993959,0.00045899387496562045,2.2310395483112264e-05,-2.2310395483112264e-05
2,1990,Alzheimer_s_disease_and_other_dementias,0.0005591342907485847,1990.0,0.012882241,0.0199930084666666,0.0164376247333333,-0.004529631099745815,0.005647899681242984,0.0005591342907485847,-0.0005591342907485847
3,1990,Cardiovascular_diseases,0.00044396731968270216,1990.0,0.277173491,0.3039135356333333,0.2905435133166666,-0.01883808559249868,0.019726020231864084,0.00044396731968270216,-0.00044396731968270216
4,1990,Chronic_kidney_disease,0.00034922740065024293,1990.0,0.01380849,0.0194712654666666,0.0166398777333333,-0.0037157164621155485,0.004414171263416034,0.00034922740065024293,-0.00034922740065024293
5,1990,Chronic_respiratory_diseases,9.316646130497295e-08,1990.0,0.071067658,0.0712593995333333,0.07116352876666665,-0.0001382190713372439,0.00013840540425985384,9.316646130497295e-08,-9.316646130497295e-08
6,1990,Cirrhosis_and_other_chronic_liver_diseases,3.560654883482035e-05,1990.0,0.023264189,0.0254569589333333,0.024360573966666653,-0.0015456082853255112,0.001616821382995152,3.560654883482035e-05,-3.560654883482035e-05
7,1990,Conflict_and_terrorism,1.2464046835263215e-05,1990.0,0.002672104,0.0022595191,0.0024658115499999996,0.0003097332309318473,-0.00028480513726132086,1.2464046835263215e-05,1.2464046835263215e-05
8,1990,Diabetes_mellitus,0.00035944791784903087,1990.0,0.01519089,0.0211992707333333,0.01819508036666665,-0.003954827093498103,0.004673722929196164,0.00035944791784903087,-0.00035944791784903087
9,1990,Diarrheal_diseases,0.0013943890955671586,1990.0,0.06652242,0.0457486245666666,0.056135522283333295,0.01629311433285952,-0.013504336141725201,0.0013943890955671586,0.0013943890955671586
