vector,word,Pos,wordCount,dt,doc_id,doc,subcorpus,percent_of_total
9,More,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,abortion,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,african,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,air,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,ambulance,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,analysis,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,angina,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,animal,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,annual,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,antibiotic,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,antimicrobial,ADJ,2,08/03/2019,M1a562,9,mainstream,0.00392156862745098
9,app,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,area,NOUN,3,08/03/2019,M1a562,9,mainstream,0.0058823529411764705
9,audit,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,autism,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,baby,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,bacteria,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,bacterial,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,barrier,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,battle,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,beneficial,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,benefit,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,biennial,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,biology,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,blue,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,board,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,body,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,bodys,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,bowel,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,british,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,bureaucracy,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,cancer,NOUN,3,08/03/2019,M1a562,9,mainstream,0.0058823529411764705
9,care,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,cause,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,cell,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,cent,NOUN,5,08/03/2019,M1a562,9,mainstream,0.00980392156862745
9,chair,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,change,NOUN,2,08/03/2019,M1a562,9,mainstream,0.00392156862745098
9,cheap,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,chief,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,child,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,city,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,climate,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,cold,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,colonialism,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,commentator,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,commitment,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,company,NOUN,3,08/03/2019,M1a562,9,mainstream,0.0058823529411764705
9,comparable,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,complimentary,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,concept,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,conclusion,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,condition,NOUN,2,08/03/2019,M1a562,9,mainstream,0.00392156862745098
9,conference,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,confused,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,consumer,NOUN,3,08/03/2019,M1a562,9,mainstream,0.0058823529411764705
9,consumption,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,contract,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,contribution,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,correct,ADJ,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
9,countdown,NOUN,1,08/03/2019,M1a562,9,mainstream,0.00196078431372549
