vector,word,Pos,wordCount,dt,doc_id,doc,subcorpus,percent_of_total
6,able,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,absence,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,accuracy,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,accurate,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,addition,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,ample,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,antibody,NOUN,16,01/04/2020,M0d586,6,mainstream,0.03347280334728033
6,antigen,NOUN,6,01/04/2020,M0d586,6,mainstream,0.012552301255230125
6,authority,NOUN,3,01/04/2020,M0d586,6,mainstream,0.006276150627615063
6,available,ADJ,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,back,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,biotech,ADJ,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,blood,NOUN,5,01/04/2020,M0d586,6,mainstream,0.010460251046025104
6,board,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,body,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,business,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,capacity,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,cent,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,centralised,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,chain,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,champion,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,change,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,chemical,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,chinese,ADJ,3,01/04/2020,M0d586,6,mainstream,0.006276150627615063
6,clear,ADJ,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,clinical,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,code,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,collection,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,colour,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,company,NOUN,5,01/04/2020,M0d586,6,mainstream,0.010460251046025104
6,component,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,contrast,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,conventional,ADJ,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,coronavirus,NOUN,6,01/04/2020,M0d586,6,mainstream,0.012552301255230125
6,country,NOUN,5,01/04/2020,M0d586,6,mainstream,0.010460251046025104
6,couple,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,cumulative,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,current,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,database,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,datum,NOUN,4,01/04/2020,M0d586,6,mainstream,0.008368200836820083
6,delay,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,development,NOUN,3,01/04/2020,M0d586,6,mainstream,0.006276150627615063
6,diagnosis,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,diagnostic,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,different,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,disease,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,doctor,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,drawing,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,drivein,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,durable,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,easy,ADJ,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,editing,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,effort,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,emergency,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,enough,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,epidemiological,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,equivalent,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,essential,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,european,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,exhaustive,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,experience,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,experienced,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,extensive,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,false,ADJ,3,01/04/2020,M0d586,6,mainstream,0.006276150627615063
6,fast,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,few,ADJ,5,01/04/2020,M0d586,6,mainstream,0.010460251046025104
6,figure,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,finger,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,first,ADJ,4,01/04/2020,M0d586,6,mainstream,0.008368200836820083
6,full,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,gene,NOUN,3,01/04/2020,M0d586,6,mainstream,0.006276150627615063
6,genetic,ADJ,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,genevabased,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,global,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,glue,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,goal,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,good,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,government,NOUN,4,01/04/2020,M0d586,6,mainstream,0.008368200836820083
6,great,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,group,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,head,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,health,NOUN,6,01/04/2020,M0d586,6,mainstream,0.012552301255230125
6,high,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,highquality,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,hospital,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,hour,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,huge,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,hunger,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,imaginative,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,immune,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,immunity,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,immunology,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,impatience,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,imperative,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,inaccurate,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,incorrect,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,individual,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,infection,NOUN,7,01/04/2020,M0d586,6,mainstream,0.014644351464435146
6,infrastructure,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,innovative,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,instance,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,key,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,kit,NOUN,8,01/04/2020,M0d586,6,mainstream,0.016736401673640166
6,lab,NOUN,6,01/04/2020,M0d586,6,mainstream,0.012552301255230125
6,laboratory,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,laggard,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,large,ADJ,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,last,ADJ,3,01/04/2020,M0d586,6,mainstream,0.006276150627615063
6,lecturer,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,limitation,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,list,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,low,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,main,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,major,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,manufacturer,NOUN,3,01/04/2020,M0d586,6,mainstream,0.006276150627615063
6,manufacturing,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,many,ADJ,4,01/04/2020,M0d586,6,mainstream,0.008368200836820083
6,market,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,medical,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,microbial,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,mild,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,million,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,minute,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,mobilisation,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,molecule,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,month,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,more,ADJ,3,01/04/2020,M0d586,6,mainstream,0.006276150627615063
6,mount,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,negative,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,new,ADJ,6,01/04/2020,M0d586,6,mainstream,0.012552301255230125
6,nonprofit,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,nose,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,number,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,official,NOUN,3,01/04/2020,M0d586,6,mainstream,0.006276150627615063
6,one,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,operating,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,option,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,other,NOUN,3,01/04/2020,M0d586,6,mainstream,0.006276150627615063
6,outbreak,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,outsized,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,pandemic,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,past,NOUN,3,01/04/2020,M0d586,6,mainstream,0.006276150627615063
6,pathogenesis,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,patient,NOUN,6,01/04/2020,M0d586,6,mainstream,0.012552301255230125
6,people,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,per,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,place,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,player,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,polymerase,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,population,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
6,positive,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,possible,ADJ,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,potential,NOUN,1,01/04/2020,M0d586,6,mainstream,0.0020920502092050207
6,practice,NOUN,2,01/04/2020,M0d586,6,mainstream,0.0041841004184100415
