vector,word,Pos,wordCount,dt,doc_id,doc,subcorpus,percent_of_total
26,addition,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,advance,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,advanced,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,advent,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,age,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,agent,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,allimportant,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,allogeneic,ADJ,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123
26,analyst,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123
26,antigen,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,approach,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,area,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,attempt,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,autologous,ADJ,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123
26,automation,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,bad,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,bank,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,benefit,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123
26,bespoke,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,bet,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,big,ADJ,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123
26,biotech,ADJ,3,01/06/2018,M168c2,26,mainstream,0.010526315789473684
26,blood,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123
26,blueprint,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,body,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,bodys,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,cancer,NOUN,7,01/06/2018,M168c2,26,mainstream,0.02456140350877193
26,cancerous,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,cart,NOUN,7,01/06/2018,M168c2,26,mainstream,0.02456140350877193
26,cell,NOUN,6,01/06/2018,M168c2,26,mainstream,0.021052631578947368
26,cent,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,charge,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,cheap,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,checkpoint,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123
26,chemotherapy,NOUN,8,01/06/2018,M168c2,26,mainstream,0.028070175438596492
26,chimeric,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,chinese,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,close,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,combination,NOUN,8,01/06/2018,M168c2,26,mainstream,0.028070175438596492
26,common,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,company,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123
26,cost,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,cumbersome,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,datum,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,deathligand,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,decision,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
26,driver,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615
